PheCode,Number.of.cases,Number.of.controls,Number.of.excluded.controls,Phenotype.Description,Phenotype.Category,URL.ManhattanPlot,Colors
361,"3,263","397,761","7,937",Retinal detachments and defects,sense organs,https://www.dropbox.com/s/0g1w8ex59ab5t8a/361-Retinaldetachmentsanddefects-3263cases-397761controls.mh.pdf?dl=0,gray1
361.1,"1,392","397,761","9,808",Retinal detachment with retinal defect,sense organs,https://www.dropbox.com/s/3xaa4zsr5qsb7q5/361.1-Retinaldetachmentwithretinaldefect-1392cases-397761controls.mh.pdf?dl=0,gray1
361.2,68,"397,761","11,132",Retinoschisis and retinal cysts,sense organs,https://www.dropbox.com/s/uh1nh5wqqpo60vb/361.2-Retinoschisisandretinalcysts-68cases-397761controls.mh.pdf?dl=0,gray1
362,"3,867","396,859","8,235",Other retinal disorders,sense organs,https://www.dropbox.com/s/r8xy1h0bi15cxqy/362-Otherretinaldisorders-3867cases-396859controls.mh.pdf?dl=0,gray1
362.2,"2,191","396,859","9,911",Degeneration of macula and posterior pole of retina,sense organs,https://www.dropbox.com/s/zjg3hjowcfq7syn/362.2-Degenerationofmaculaandposteriorpoleofretina-2191cases-396859controls.mh.pdf?dl=0,gray1
362.29,"2,188","396,859","9,914",Macular degeneration (senile) of retina NOS,sense organs,https://www.dropbox.com/s/o75r4ewxa0qpsww/362.29-Maculardegeneration-senile-ofretinaNOS-2188cases-396859controls.mh.pdf?dl=0,gray1
362.3,161,"396,859","11,941",Other nondiabetic retinopathy,sense organs,https://www.dropbox.com/s/iwybd8nvwmhl38y/362.3-Othernondiabeticretinopathy-161cases-396859controls.mh.pdf?dl=0,gray1
362.31,99,"396,859","12,003",Separation of retinal layers,sense organs,https://www.dropbox.com/s/xq8lx5zbijb4dex/362.31-Separationofretinallayers-99cases-396859controls.mh.pdf?dl=0,gray1
362.4,849,"396,859","11,253",Retinal vascular changes and abnomalities,sense organs,https://www.dropbox.com/s/2mjrlhmb728fxmm/362.4-Retinalvascularchangesandabnomalities-849cases-396859controls.mh.pdf?dl=0,gray1
362.6,183,"396,859","11,919",Peripheral retinal degenerations,sense organs,https://www.dropbox.com/s/ag9e4k5npa98g6w/362.6-Peripheralretinaldegenerations-183cases-396859controls.mh.pdf?dl=0,gray1
362.7,83,"396,859","12,019",Hereditary retinal dystrophies,sense organs,https://www.dropbox.com/s/z4bs1jzliyl6wul/362.7-Hereditaryretinaldystrophies-83cases-396859controls.mh.pdf?dl=0,gray1
362.8,116,"396,859","11,986",Retinal hemorrhage/ischemia,sense organs,https://www.dropbox.com/s/ekjkg66b4brlw2d/362.8-Retinalhemorrhageischemia-116cases-396859controls.mh.pdf?dl=0,gray1
363,171,"397,761","11,029","Chorioretinal inflammations, scars, and other disorders of choroid",sense organs,https://www.dropbox.com/s/6u98yhzyvtyheyc/363-Chorioretinalinflammations-scars-andotherdisordersofchoroid-171cases-397761controls.mh.pdf?dl=0,gray1
363.3,69,"397,761","11,131",Chorioretinal scars,sense organs,https://www.dropbox.com/s/hpdagztqvri2pp0/363.3-Chorioretinalscars-69cases-397761controls.mh.pdf?dl=0,gray1
364,732,"397,761","10,468",Corneal opacity and other disorders of cornea,sense organs,https://www.dropbox.com/s/5vtz6zdj4aoe02j/364-Cornealopacityandotherdisordersofcornea-732cases-397761controls.mh.pdf?dl=0,gray1
364.1,91,"397,761","11,109",Corneal opacity,sense organs,https://www.dropbox.com/s/r7osy62arti3fd2/364.1-Cornealopacity-91cases-397761controls.mh.pdf?dl=0,gray1
364.2,80,"397,761","11,120",Corneal edema,sense organs,https://www.dropbox.com/s/oec4jhbory5psdn/364.2-Cornealedema-80cases-397761controls.mh.pdf?dl=0,gray1
364.4,208,"397,761","10,992",Corneal degenerations,sense organs,https://www.dropbox.com/s/9b1a8dv9a8jakeo/364.4-Cornealdegenerations-208cases-397761controls.mh.pdf?dl=0,gray1
364.41,87,"397,761","11,113",Keratoconus,sense organs,https://www.dropbox.com/s/xccaac09tqyxiwl/364.41-Keratoconus-87cases-397761controls.mh.pdf?dl=0,gray1
364.5,212,"397,761","10,988",Corneal dystrophy,sense organs,https://www.dropbox.com/s/sbnws1vm4j5v0dm/364.5-Cornealdystrophy-212cases-397761controls.mh.pdf?dl=0,gray1
364.9,100,"397,761","11,100",Cornea replaced by transplant,sense organs,https://www.dropbox.com/s/bcrbh1fhljuw2t5/364.9-Corneareplacedbytransplant-100cases-397761controls.mh.pdf?dl=0,gray1
365,"4,462","397,761","6,738",Glaucoma,sense organs,https://www.dropbox.com/s/gfyboaqhqjq1nyg/365-Glaucoma-4462cases-397761controls.mh.pdf?dl=0,gray1
365.1,"1,043","397,761","10,157",Open-angle glaucoma,sense organs,https://www.dropbox.com/s/uxt8m5t2rym3ayu/365.1-Open-angleglaucoma-1043cases-397761controls.mh.pdf?dl=0,gray1
365.11,"1,037","397,761","10,163",Primary open angle glaucoma,sense organs,https://www.dropbox.com/s/dywt76qaoshixfx/365.11-Primaryopenangleglaucoma-1037cases-397761controls.mh.pdf?dl=0,gray1
365.2,705,"397,761","10,495",Primary angle-closure glaucoma,sense organs,https://www.dropbox.com/s/qiqce5d6ty4pzhw/365.2-Primaryangle-closureglaucoma-705cases-397761controls.mh.pdf?dl=0,gray1
366,"20,352","388,609",0,Cataract,sense organs,https://www.dropbox.com/s/yps06ycu5ads1ol/366-Cataract-20352cases-388609controls.mh.pdf?dl=0,gray1
366.1,70,"388,609","20,282",Nonsenile Cataract,sense organs,https://www.dropbox.com/s/2xg6itv3ngycwog/366.1-NonsenileCataract-70cases-388609controls.mh.pdf?dl=0,gray1
366.2,"8,369","388,609","11,983",Senile cataract,sense organs,https://www.dropbox.com/s/7ksdu00t3ploe4e/366.2-Senilecataract-8369cases-388609controls.mh.pdf?dl=0,gray1
366.3,102,"388,609","20,250",Traumatic cataract,sense organs,https://www.dropbox.com/s/qy63rm1v6ft52ad/366.3-Traumaticcataract-102cases-388609controls.mh.pdf?dl=0,gray1
367,"2,431","406,530",0,Disorders of refraction and accommodation; blindness and low vision,sense organs,https://www.dropbox.com/s/nle44komtqnqyre/367-Disordersofrefractionandaccommodation-blindnessandlowvision-2431cases-406530controls.mh.pdf?dl=0,gray1
367.1,"1,257","406,530","1,174",Myopia,sense organs,https://www.dropbox.com/s/ow2h1t963way34a/367.1-Myopia-1257cases-406530controls.mh.pdf?dl=0,gray1
367.2,190,"406,530","2,241",Astigmatism,sense organs,https://www.dropbox.com/s/gu299yph8da9dcx/367.2-Astigmatism-190cases-406530controls.mh.pdf?dl=0,gray1
367.8,253,"406,530","2,178",Hypermetropia,sense organs,https://www.dropbox.com/s/h5d40zjs4q97pbr/367.8-Hypermetropia-253cases-406530controls.mh.pdf?dl=0,gray1
367.9,723,"406,530","1,708",Blindness and low vision,sense organs,https://www.dropbox.com/s/sgfl6grxxj6n57k/367.9-Blindnessandlowvision-723cases-406530controls.mh.pdf?dl=0,gray1
368,"3,307","405,654",0,Visual disturbances,sense organs,https://www.dropbox.com/s/9pz0l6yk0ol9zf8/368-Visualdisturbances-3307cases-405654controls.mh.pdf?dl=0,gray1
368.1,538,"405,654","2,769",Amblyopia,sense organs,https://www.dropbox.com/s/acl4xhkc3siruzq/368.1-Amblyopia-538cases-405654controls.mh.pdf?dl=0,gray1
368.2,732,"405,654","2,575",Diplopia and disorders of binocular vision,sense organs,https://www.dropbox.com/s/40vy5bp5wnfbf90/368.2-Diplopiaanddisordersofbinocularvision-732cases-405654controls.mh.pdf?dl=0,gray1
368.3,155,"405,654","3,152",Anisometropia,sense organs,https://www.dropbox.com/s/9n8mhx72tsk71ix/368.3-Anisometropia-155cases-405654controls.mh.pdf?dl=0,gray1
368.4,334,"405,654","2,973",Visual field defects,sense organs,https://www.dropbox.com/s/ny9cqftaad75vif/368.4-Visualfielddefects-334cases-405654controls.mh.pdf?dl=0,gray1
368.9,615,"405,654","2,692",Subjective visual disturbances,sense organs,https://www.dropbox.com/s/t8w47oz8n3b9rm8/368.9-Subjectivevisualdisturbances-615cases-405654controls.mh.pdf?dl=0,gray1
369,560,"399,306","9,095",Infection of the eye,sense organs,https://www.dropbox.com/s/tvv5far8w3q2wgb/369-Infectionoftheeye-560cases-399306controls.mh.pdf?dl=0,gray1
369.2,126,"399,306","9,529","Eye infection, viral",sense organs,https://www.dropbox.com/s/uqi9uqm47r5g8y9/369.2-Eyeinfection-viral-126cases-399306controls.mh.pdf?dl=0,gray1
369.5,213,"399,306","9,442","Conjunctivitis, infectious",sense organs,https://www.dropbox.com/s/zjsnsqfj32tbu3u/369.5-Conjunctivitis-infectious-213cases-399306controls.mh.pdf?dl=0,gray1
370,297,"399,306","9,358",Keratitis,sense organs,https://www.dropbox.com/s/3jpclvzo9nt89hy/370-Keratitis-297cases-399306controls.mh.pdf?dl=0,gray1
370.1,141,"399,306","9,514",Corneal ulcer,sense organs,https://www.dropbox.com/s/u10y9c57li8jq1y/370.1-Cornealulcer-141cases-399306controls.mh.pdf?dl=0,gray1
371,"3,174","399,306","6,481",Inflammation of the eye,sense organs,https://www.dropbox.com/s/ww1mgi8y41mm0xz/371-Inflammationoftheeye-3174cases-399306controls.mh.pdf?dl=0,gray1
371.1,486,"399,306","9,169","Uveitis, noninfectious or NOS",sense organs,https://www.dropbox.com/s/72v645w1jj96sap/371.1-Uveitis-noninfectiousorNOS-486cases-399306controls.mh.pdf?dl=0,gray1
371.3,"2,396","399,306","7,259",Inflammation of eyelids,sense organs,https://www.dropbox.com/s/h43yz3i1hj745ns/371.3-Inflammationofeyelids-2396cases-399306controls.mh.pdf?dl=0,gray1
372,765,"399,306","8,890",Disorders of conjunctiva,sense organs,https://www.dropbox.com/s/bn4dovao1jmgduw/372-Disordersofconjunctiva-765cases-399306controls.mh.pdf?dl=0,gray1
374,"5,726","399,306","3,929",Other disorders of eyelids,sense organs,https://www.dropbox.com/s/bq7wumybizc8o9b/374-Otherdisordersofeyelids-5726cases-399306controls.mh.pdf?dl=0,gray1
374.1,"1,068","399,306","8,587",Ectropion or entropion,sense organs,https://www.dropbox.com/s/rigqdrubhaje8u4/374.1-Ectropionorentropion-1068cases-399306controls.mh.pdf?dl=0,gray1
374.3,"1,834","399,306","7,821",Ptosis of eyelid,sense organs,https://www.dropbox.com/s/xj9stzxrqbbbv9a/374.3-Ptosisofeyelid-1834cases-399306controls.mh.pdf?dl=0,gray1
375,"2,218","401,245","5,498",Disorders of lacrimal system,sense organs,https://www.dropbox.com/s/cyzfqhnor70q4dc/375-Disordersoflacrimalsystem-2218cases-401245controls.mh.pdf?dl=0,gray1
375.2,899,"401,245","6,817",Epiphora,sense organs,https://www.dropbox.com/s/04l36sw8irsjfwi/375.2-Epiphora-899cases-401245controls.mh.pdf?dl=0,gray1
376,86,"401,245","7,630",Disorders of the orbit,sense organs,https://www.dropbox.com/s/j82mu1c9nq53ukx/376-Disordersoftheorbit-86cases-401245controls.mh.pdf?dl=0,gray1
377,370,"401,245","7,346",Disorders of optic nerve and visual pathways,sense organs,https://www.dropbox.com/s/8dybodghjcgfx8g/377-Disordersofopticnerveandvisualpathways-370cases-401245controls.mh.pdf?dl=0,gray1
377.1,58,"401,245","7,658",Optic atrophy,sense organs,https://www.dropbox.com/s/020bh58s3qy5sa4/377.1-Opticatrophy-58cases-401245controls.mh.pdf?dl=0,gray1
377.3,125,"401,245","7,591",Optic neuritis/neuropathy,sense organs,https://www.dropbox.com/s/wt39ye9einfjcfk/377.3-Opticneuritisneuropathy-125cases-401245controls.mh.pdf?dl=0,gray1
378,"1,442","401,245","6,274",Strabismus and other disorders of binocular eye movements,sense organs,https://www.dropbox.com/s/k0saj2eelz5yy22/378-Strabismusandotherdisordersofbinoculareyemovements-1442cases-401245controls.mh.pdf?dl=0,gray1
378.1,918,"401,245","6,798",Strabismus (not specified as paralytic),sense organs,https://www.dropbox.com/s/r3x73hnu465w9vf/378.1-Strabismus-notspecifiedasparalytic--918cases-401245controls.mh.pdf?dl=0,gray1
378.2,215,"401,245","7,501",Nystagmus and other irregular eye movements,sense organs,https://www.dropbox.com/s/0w26yhzd4kk8uj9/378.2-Nystagmusandotherirregulareyemovements-215cases-401245controls.mh.pdf?dl=0,gray1
378.5,277,"401,245","7,439",Paralytic strabismus,sense organs,https://www.dropbox.com/s/cfzupmoe4lg9jll/378.5-Paralyticstrabismus-277cases-401245controls.mh.pdf?dl=0,gray1
379,"3,910","401,245","3,806",Other disorders of eye,sense organs,https://www.dropbox.com/s/jvrhc8o61dt87s6/379-Otherdisordersofeye-3910cases-401245controls.mh.pdf?dl=0,gray1
379.2,"1,372","401,245","6,344",Disorders of vitreous body,sense organs,https://www.dropbox.com/s/pbnwqkgmqc56jey/379.2-Disordersofvitreousbody-1372cases-401245controls.mh.pdf?dl=0,gray1
379.3,"1,825","401,245","5,891",Aphakia and other disorders of lens,sense organs,https://www.dropbox.com/s/klby1bbaf7sgdf1/379.3-Aphakiaandotherdisordersoflens-1825cases-401245controls.mh.pdf?dl=0,gray1
379.4,71,"401,245","7,645",Anomalies of pupillary function,sense organs,https://www.dropbox.com/s/r4fdmlemwf5d112/379.4-Anomaliesofpupillaryfunction-71cases-401245controls.mh.pdf?dl=0,gray1
379.5,405,"401,245","7,311",Disorders of iris and ciliary body,sense organs,https://www.dropbox.com/s/k9yswo23zn7qcfx/379.5-Disordersofirisandciliarybody-405cases-401245controls.mh.pdf?dl=0,gray1
379.9,170,"401,245","7,546","Pain, swelling or discharge of eye",sense organs,https://www.dropbox.com/s/30zem4lws7z4ct8/379.9-Pain-swellingordischargeofeye-170cases-401245controls.mh.pdf?dl=0,gray1
380,"1,451","407,510",0,Disorders of external ear,sense organs,https://www.dropbox.com/s/pv2t5nt50rvxwyi/380-Disordersofexternalear-1451cases-407510controls.mh.pdf?dl=0,gray1
380.1,524,"407,510",927,Otitis externa,sense organs,https://www.dropbox.com/s/2p2mi44zab0w1q7/380.1-Otitisexterna-524cases-407510controls.mh.pdf?dl=0,gray1
380.4,363,"407,510","1,088",Impacted cerumen,sense organs,https://www.dropbox.com/s/kxotv6h7tfpwb3j/380.4-Impactedcerumen-363cases-407510controls.mh.pdf?dl=0,gray1
381,"2,259","404,888","1,814",Otitis media and Eustachian tube disorders,sense organs,https://www.dropbox.com/s/b9yp9911aovpvfj/381-OtitismediaandEustachiantubedisorders-2259cases-404888controls.mh.pdf?dl=0,gray1
381.1,"1,824","404,888","2,249",Otitis media,sense organs,https://www.dropbox.com/s/lhl7r60m8rkxk8z/381.1-Otitismedia-1824cases-404888controls.mh.pdf?dl=0,gray1
381.11,856,"404,888","3,217",Suppurative and unspecified otitis media,sense organs,https://www.dropbox.com/s/14vdmc1y9t0ahux/381.11-Suppurativeandunspecifiedotitismedia-856cases-404888controls.mh.pdf?dl=0,gray1
381.2,193,"404,888","3,880",Eustachian tube disorders,sense organs,https://www.dropbox.com/s/05pvg6i37f3n3dl/381.2-Eustachiantubedisorders-193cases-404888controls.mh.pdf?dl=0,gray1
381.3,172,"404,888","3,901",Mastoiditis & related conditions,sense organs,https://www.dropbox.com/s/mjlblocr1a9xco5/381.3-Mastoiditisrelatedconditions-172cases-404888controls.mh.pdf?dl=0,gray1
381.9,281,"404,888","3,792",Otorrhea,sense organs,https://www.dropbox.com/s/6tqbg6d6b9xai8q/381.9-Otorrhea-281cases-404888controls.mh.pdf?dl=0,gray1
382,309,"404,888","3,764",Otalgia,sense organs,https://www.dropbox.com/s/q6w5qozdfczj9vf/382-Otalgia-309cases-404888controls.mh.pdf?dl=0,gray1
383,310,"404,888","3,763",Otosclerosis,sense organs,https://www.dropbox.com/s/toixdjhy4pdrk6j/383-Otosclerosis-310cases-404888controls.mh.pdf?dl=0,gray1
384,"1,364","404,888","2,709",Other disorders of tympanic membrane,sense organs,https://www.dropbox.com/s/v7p3vcxwq3gxq89/384-Otherdisordersoftympanicmembrane-1364cases-404888controls.mh.pdf?dl=0,gray1
384.4,"1,044","404,888","3,029",Perforation of tympanic membrane,sense organs,https://www.dropbox.com/s/ei5qow120h3n8lz/384.4-Perforationoftympanicmembrane-1044cases-404888controls.mh.pdf?dl=0,gray1
385,828,"404,888","3,245",Other disorders of middle ear and mastoid,sense organs,https://www.dropbox.com/s/ku6ivk8x860h9rd/385-Otherdisordersofmiddleearandmastoid-828cases-404888controls.mh.pdf?dl=0,gray1
385.3,608,"404,888","3,465",Cholesteatoma,sense organs,https://www.dropbox.com/s/bnej9btpgmwbddv/385.3-Cholesteatoma-608cases-404888controls.mh.pdf?dl=0,gray1
385.5,241,"404,888","3,832",Tympanosclerosis and middle ear disease related to otitis media,sense organs,https://www.dropbox.com/s/8uwj06xkwhzmzy3/385.5-Tympanosclerosisandmiddleeardiseaserelatedtootitismedia-241cases-404888controls.mh.pdf?dl=0,gray1
386,"6,134","402,827",0,Vertiginous syndromes and other disorders of vestibular system,sense organs,https://www.dropbox.com/s/388g8usn8s2kap4/386-Vertiginoussyndromesandotherdisordersofvestibularsystem-6134cases-402827controls.mh.pdf?dl=0,gray1
386.1,578,"402,827","5,556",Meniere's disease,sense organs,https://www.dropbox.com/s/putl0f9tn83741u/386.1-Menieresdisease-578cases-402827controls.mh.pdf?dl=0,gray1
386.2,380,"402,827","5,754",Peripheral or central vertigo,sense organs,https://www.dropbox.com/s/zox5gp36yb8ft3q/386.2-Peripheralorcentralvertigo-380cases-402827controls.mh.pdf?dl=0,gray1
386.3,767,"402,827","5,367",Labyrinthitis,sense organs,https://www.dropbox.com/s/e9sd25g53pjdak0/386.3-Labyrinthitis-767cases-402827controls.mh.pdf?dl=0,gray1
386.9,"4,611","402,827","1,523",Dizziness and giddiness (Light-headedness and vertigo),sense organs,https://www.dropbox.com/s/befy6asj6ig70bo/386.9-Dizzinessandgiddiness-Light-headednessandvertigo--4611cases-402827controls.mh.pdf?dl=0,gray1
388,202,"404,562","4,197",Other disorders of ear,sense organs,https://www.dropbox.com/s/u5z5j5bjxnik2ee/388-Otherdisordersofear-202cases-404562controls.mh.pdf?dl=0,gray1
389,"4,256","404,562",143,Hearing loss,sense organs,https://www.dropbox.com/s/vuoeizwmzaiczpz/389-Hearingloss-4256cases-404562controls.mh.pdf?dl=0,gray1
389.1,456,"404,562","3,943",Sensorineural hearing loss,sense organs,https://www.dropbox.com/s/aa466a64bvycpv2/389.1-Sensorineuralhearingloss-456cases-404562controls.mh.pdf?dl=0,gray1
389.2,450,"404,562","3,949",Conductive hearing loss,sense organs,https://www.dropbox.com/s/rk3op9ky3ayepdy/389.2-Conductivehearingloss-450cases-404562controls.mh.pdf?dl=0,gray1
389.4,515,"404,562","3,884",Tinnitus,sense organs,https://www.dropbox.com/s/3ehxq9uftcd6xrb/389.4-Tinnitus-515cases-404562controls.mh.pdf?dl=0,gray1
394,"4,895","402,421","1,645",Rheumatic disease of the heart valves,circulatory system,https://www.dropbox.com/s/gj7n0lnroug40cd/394-Rheumaticdiseaseoftheheartvalves-4895cases-402421controls.mh.pdf?dl=0,dodgerblue4
394.2,"2,985","402,421","3,555",Mitral valve disease,circulatory system,https://www.dropbox.com/s/dwon5o79eq6db7k/394.2-Mitralvalvedisease-2985cases-402421controls.mh.pdf?dl=0,dodgerblue4
394.3,"1,260","402,421","5,280",Aortic valve disease,circulatory system,https://www.dropbox.com/s/w1y0yms21r9s1j7/394.3-Aorticvalvedisease-1260cases-402421controls.mh.pdf?dl=0,dodgerblue4
394.7,"1,058","402,421","5,482",Disease of tricuspid valve,circulatory system,https://www.dropbox.com/s/p5fenni6baeeahg/394.7-Diseaseoftricuspidvalve-1058cases-402421controls.mh.pdf?dl=0,dodgerblue4
395,"4,239","402,421","2,301",Heart valve disorders,circulatory system,https://www.dropbox.com/s/jt2pn3aih1iz6ic/395-Heartvalvedisorders-4239cases-402421controls.mh.pdf?dl=0,dodgerblue4
395.1,"2,892","402,421","3,648",Nonrheumatic mitral valve disorders,circulatory system,https://www.dropbox.com/s/u6w531m4bvaa16r/395.1-Nonrheumaticmitralvalvedisorders-2892cases-402421controls.mh.pdf?dl=0,dodgerblue4
395.2,248,"402,421","6,292",Nonrheumatic aortic valve disorders,circulatory system,https://www.dropbox.com/s/c3py2ugupq5l3sj/395.2-Nonrheumaticaorticvalvedisorders-248cases-402421controls.mh.pdf?dl=0,dodgerblue4
395.3,105,"402,421","6,435",Nonrheumatic tricuspid valve disorders,circulatory system,https://www.dropbox.com/s/a8suhdyaffbhj4y/395.3-Nonrheumatictricuspidvalvedisorders-105cases-402421controls.mh.pdf?dl=0,dodgerblue4
